Wavelet Approximate Entropy,Variance of Vertex to Vertex Slope,Wavelet Detailed Energy,Hjorth_Activity,FFT Beta MaxPower,1st Difference Max,FFT Alpha MaxPower,Wavelet Approximate Std Deviation,FFT Theta MaxPower,Coeffiecient of Variation,Label
5361699.898,7178.929102,621696.9589,3904.602333,151.7951308,192.1904471,62.35581613,59.42307285,91.87437001,0.014897813,1
5316608.149,7080.918197,615380.2609,3687.777448,126.6857047,191.5713589,67.66728596,54.56422136,108.937372,0.014489355,1
5607433.79,7468.411934,643784.1322,3941.01577,123.0988991,191.5713589,92.11016893,55.78504227,90.9022471,0.014899029,1
5719630.194,8119.262695,657228.6496,3911.560837,105.2121225,187.9890486,123.0782458,55.54879757,115.5388817,0.014853516,1
5628582.859,8101.554414,649929.1301,3869.550584,116.3842731,188.4944894,75.38829563,55.2465838,65.90361093,0.014764528,1
5291773.878,7488.634734,613710.6626,3593.232597,218.4277137,188.4944894,111.3631724,62.47521888,79.60364362,0.014363357,1
5380732.48,6850.280108,622368.1885,3798.14582,164.156899,187.1098285,88.17750792,61.11400688,105.0975072,0.014706737,1
5660877.838,7278.635235,648008.2259,3809.03037,169.1132974,192.9926758,99.65888917,56.43503612,132.2653916,0.014713226,1
6454246.567,8065.968065,732964.816,3691.876239,138.9114968,195.4321986,54.65772313,55.7840916,83.23952082,0.014463003,1
4108739.9,5699.544474,468235.7225,2679.354661,144.5372478,195.4321986,29.30946671,48.66384028,72.43002816,0.012296007,1
2198357.314,3193.205981,251463.6602,1881.481029,62.43241851,192.1391952,21.75518339,41.8167532,38.5323351,0.010203484,1
5983.666687,61.9410864,2052.801071,374.7982862,3.998460727,22.52748321,10.85715587,32.70350478,12.37350463,0.003938105,1
5797.865738,65.59681753,1984.003731,349.8808032,5.148034773,25.71430307,9.573815254,28.6295955,9.798977544,0.003804067,1
5447.126441,64.65984985,1901.417416,345.6150945,6.799832569,24.87184371,9.030407319,20.36082247,10.89146869,0.003750492,1
5483.750921,64.47575424,1927.615953,595.5203978,6.332131641,24.43221629,4.452718128,12.69202681,20.78102462,0.004738076,1
4755.373431,61.80199894,1729.202744,557.6955867,5.871369517,22.19782364,6.394658816,15.16703435,19.68513114,0.004599184,1
5289.345252,66.02222177,1853.871643,663.4385744,5.757330789,23.77284471,7.592312491,15.90425374,12.44749317,0.005011649,1
5158.275337,70.63734524,1823.230526,1018.409354,6.215472564,22.234375,6.945947427,27.90886869,6.138375903,0.006466692,1
5257.175077,72.0278648,1829.878835,723.3076195,3.345567192,22.05123471,3.366719262,25.92413612,8.90255732,0.00561071,1
4754.626743,73.13261398,1711.865833,1444.368452,3.743801483,20.91570164,3.746659337,24.73434776,15.29664702,0.007623793,1
4047.293972,69.00573464,1504.885067,1313.529829,5.136088841,21.46512279,5.005179367,31.47837516,12.5597832,0.007640709,1
4642.431489,68.53799727,1677.986355,629.9889021,4.632993382,21.68498886,4.86557382,17.90428975,18.19302693,0.004802112,1
4955.868406,60.48637948,1743.312348,674.9838379,5.007039114,22.56410436,5.997489912,8.821631743,16.52870164,0.004560258,1
6237.114287,67.4848186,2098.513157,863.4775796,6.906646541,23.333252,8.322875423,10.27294046,17.22196604,0.004866825,1
5654.144885,68.55051129,1931.911002,1309.75675,6.364263983,23.33325207,8.190582985,11.39210696,12.65589934,0.005447447,1
6360.158485,84.93894362,2101.806499,735.4883199,4.125649037,29.59699379,7.576880089,13.24223221,10.18167835,0.005085101,1
6675.294759,84.75966178,2133.983961,917.800927,8.441519644,28.71798286,6.321380739,12.4975999,9.935828579,0.005503456,1
6790.835436,84.87287855,2178.39665,545.1889038,7.859828764,28.27842507,8.138313206,11.49648281,9.748508874,0.004654471,1
7395.535471,83.94200688,2300.646107,649.4658466,4.795067232,30.36629807,9.493470434,23.89495365,13.22759045,0.004914889,1
7058.690804,131.7567362,2230.543382,1081.851189,13.39787574,34.54209686,31.1222528,29.65422995,72.08534274,0.006021013,1
6989.386566,150.307085,2229.606273,1200.351901,14.40271196,34.54209686,57.80526578,20.1463499,70.90084608,0.00610802,1
5026.348484,140.4955055,1752.049834,1123.553767,10.85257713,33.6262905,29.59941412,34.92027631,17.76429108,0.006367626,1
5450.707387,89.84247984,1846.908993,664.3551175,6.69509062,26.22713807,6.151989757,27.42535745,19.38743294,0.005147287,1
5404.613004,71.4486038,1827.346214,536.5300027,5.431493658,25.60442257,5.868966021,34.29162378,20.34240153,0.004759307,1
5924.441318,67.36400406,1976.132911,444.2058703,3.924503075,24.76185829,6.520164756,23.10695803,12.67147484,0.004360215,1
5638.968692,64.34680058,1946.986775,457.6183425,3.538966867,25.12820864,4.406284135,21.632288,10.59803455,0.00445537,1
5838.102916,61.85844844,1998.737317,474.5647189,4.008302525,21.50188321,5.840616176,19.99700002,13.39163547,0.004462675,1
5557.122624,61.81133291,1922.434973,471.2559425,7.447552142,23.88281236,6.76624935,18.95558523,12.77609065,0.004528541,1
7300.168437,75.82966231,2246.250269,378.2082669,6.5787885,35.01827571,6.912269874,19.85352919,10.73061237,0.004143813,1
6791.660436,77.35944655,2102.51512,362.5032299,4.946746761,35.01827571,7.851486749,20.59564933,14.80525408,0.004014224,1
6969.305064,76.93396404,2146.497099,330.0015468,3.872271809,35.01827571,6.459759184,21.17090533,16.90468328,0.003782322,1
4699.300455,66.54792715,1678.030741,306.8015849,4.973675872,23.26000964,5.163783977,15.96112962,14.50345405,0.003673643,1
6152.809,64.19376543,2042.318891,292.5409461,5.009395748,22.74724464,11.90635435,23.36259595,13.2649155,0.003639985,1
6517.080266,61.8953496,2113.156353,447.2856269,4.160511408,22.27106564,11.38162199,27.13163355,14.23067463,0.00425876,1
7545.766501,77.4823965,2371.758476,981.7987955,5.726637186,32.161185,7.057800751,30.50172064,14.77993742,0.006083498,1
6486.302614,87.29501103,2118.111373,1191.138502,7.116763068,31.75824836,11.73093498,27.98395676,21.34654443,0.006928515,1
5720.29007,152.8421127,1912.079251,640.3410022,18.04657775,33.36996007,14.42692009,25.30935726,37.27099795,0.004986424,1
4812.298044,335.6371364,1663.774962,967.5817746,27.85769032,39.56047714,33.36771533,18.05405448,44.87893542,0.005617242,1
4215.033633,399.9362299,1518.919421,1022.652679,44.65492518,41.75819614,119.9969001,23.25148784,105.8690104,0.005304738,1
4929.670381,374.3911034,1716.785125,955.5702785,33.57348837,41.83147307,106.6002316,19.36117304,101.7807982,0.004744541,1
5146.177284,187.3601132,1803.491862,718.9803894,11.69275055,41.28201729,16.63076957,14.17409039,43.86203445,0.004258323,1
5399.327879,117.2604782,1886.079535,521.1146897,7.637573302,36.11704814,19.05163141,14.79486702,33.5000973,0.004012442,1
5917.983327,79.68025891,2020.69692,432.0151526,5.425774174,22.60079507,7.181537407,12.76601352,18.7149847,0.003797784,1
6726.578681,68.40758024,2172.818242,290.9897463,4.734103596,21.83157771,4.545468288,17.59564551,9.405814166,0.003443111,1
7573.343644,72.11003549,2363.969924,246.6203267,5.080431596,24.83520507,7.528736355,17.87232102,14.93432934,0.00322155,1
8481.744461,69.59157012,2561.438687,269.7202277,4.984899595,25.27472793,8.208584178,15.8297409,20.47399758,0.003374493,1
7468.175614,73.72329074,2347.226384,268.74713,5.079386102,26.1538435,6.770399509,9.600692827,14.38829561,0.003287217,1
6821.520623,70.57415127,2190.947859,327.1099364,4.368211107,25.09165736,5.901696443,15.68773041,10.3557414,0.003677663,1
4733.670325,64.93432456,1698.333975,279.3037275,2.611220353,23.55318786,6.656252799,20.20523506,9.61562822,0.003447721,1
4484.928963,63.9932798,1625.730261,274.7556442,2.976819286,22.1612025,6.215543065,24.60645001,9.30053725,0.003417268,1
4351.292196,73.1637973,1569.822482,234.3512012,4.403062463,23.26011436,8.462253371,22.19041259,18.94459302,0.003227981,1
4865.73961,75.14904162,1707.201514,292.412095,5.0614206,23.40659871,9.653589311,26.87655599,38.65117384,0.003642152,1
4463.557248,69.57789066,1602.29363,314.7117486,4.476923267,23.00373179,7.43638437,23.62745707,32.09190033,0.003736777,1
5225.653644,60.10271448,1809.355017,337.2890228,3.50455096,29.9634835,9.318419034,21.32867243,17.07587849,0.003702982,1
4790.64773,79.21523463,1697.399283,900.3418489,5.816344343,38.71798264,18.06173736,16.70454876,46.35337704,0.005002912,1
4502.70143,78.20426915,1622.1657,1107.308109,6.935484661,39.04760743,19.1499296,14.46172675,52.96750049,0.005488205,1
3938.839852,70.31545309,1483.625002,1385.057904,7.13764311,39.85348079,11.60863467,20.25078364,31.00979112,0.006477986,1
2508.403009,50.96923864,967.501071,897.6048472,10.17464934,25.5311455,12.92117356,23.49429241,43.17215383,0.005572068,1
1123.725119,44.22569866,441.7627391,870.5770412,3.926861514,21.79485221,10.91347332,30.67342639,38.55956377,0.005659054,1
5587372.267,7449.938718,643861.984,3604.180586,226.6196471,184.5934011,164.4965436,58.72998477,118.9032177,0.014319878,1
5613556.678,7518.480555,647235.8358,3644.603592,205.0214993,188.6776648,78.44222521,57.6336203,86.46500119,0.014397759,1
5600033.569,7030.762962,644118.1602,3527.825342,158.336682,191.0073592,107.4649229,56.47882763,59.81251617,0.014156798,1
5682137.742,6940.693,655158.8578,3613.560232,187.9549568,191.1612026,71.54405589,57.23230276,73.85341058,0.014343167,1
5159151.349,6500.53857,599360.7866,3690.121632,156.678123,193.0110212,106.0331248,58.65877016,63.87069811,0.014433558,1
4905277.491,6245.226908,574242.7224,3607.713635,131.1303942,191.0439453,107.2309306,60.8831163,61.53871095,0.014263419,1
5152096.937,6744.534141,597582.4927,3837.405787,175.026799,198.6959054,114.373909,62.49546297,60.2440285,0.014634659,1
5577844.738,6981.182678,644212.9154,4044.438333,135.3484128,199.8020716,167.9992014,55.54515324,81.31709707,0.01497262,1
5827265.236,7485.49096,667967.8193,4621.699278,117.2510302,199.8020716,83.24692795,55.44636385,114.1738714,0.015836735,1
5179691.495,6434.721918,599693.1571,3858.461176,211.7564915,193.4833984,110.2984994,55.5688229,211.8689948,0.014731988,1
4626819.812,6168.670064,541895.9655,3380.274642,269.4146492,183.1062885,132.8322246,55.14258915,159.8310689,0.01391535,1
4780758.357,6647.963799,559056.2502,3233.691625,154.882533,179.6410086,114.3136967,56.02517525,76.69116167,0.013606163,1
5016150.549,7212.989782,585089.9797,3458.102543,92.76172862,182.7583006,138.2499027,57.17864221,122.025965,0.013988375,1
4908669.947,7460.722335,572977.6251,3630.097785,133.1180059,184.2271902,117.7802806,60.18006979,89.95145831,0.014323811,1
4850724.997,7045.493601,568330.8331,3587.432809,213.3486151,191.3479353,75.21780069,60.12268981,85.39266477,0.014231334,1
4981296.248,7340.196894,581388.7852,3650.925524,224.6430486,191.9706681,76.91772127,61.4755516,127.7892959,0.014415876,1
5245807.625,7604.50947,608098.6172,3489.533734,150.9447477,193.435791,84.44216932,59.94017595,88.26409366,0.014133002,1
5233023.216,7488.180534,606169.7191,3698.351935,164.8998677,192.7435476,95.33045698,60.25280719,141.8538159,0.01451755,1
5152208.001,7318.216541,598255.8741,3677.090402,154.4702482,190.3845214,184.3436448,60.47423574,166.0503375,0.014480351,1
5351347.206,7014.913783,617703.4132,3661.932984,180.4099809,186.6885811,172.2865274,61.13440493,136.4608321,0.014441487,1
5795706.227,7611.49688,660381.9189,3714.815659,165.1739457,186.6556221,97.03592586,61.16050474,160.8322066,0.014561432,1
5803532.535,8089.211838,662185.6587,3657.891607,220.1847825,191.5641391,65.4978582,58.88494067,98.70957022,0.014462228,1
6088181.082,8706.992627,692658.6078,3727.775855,221.7308226,192.7582656,68.81584646,58.85575017,43.68195962,0.01460871,1
5569924.659,8020.914889,639750.3599,3400.795978,103.2285233,192.7582656,105.9401828,57.18761408,68.57867916,0.013967256,1
5670303.162,7765.21721,650272.4443,3265.090875,118.8739311,190.4029017,139.6064371,55.90236073,96.55885586,0.013678336,1
5331634.661,7244.979525,612798.2649,3445.714404,134.0246301,193.1501466,91.01470449,57.82310286,62.65986382,0.014002598,1
5181093.748,7431.601641,597240.5722,3562.711337,224.353614,196.2709963,204.6703243,59.46470635,108.0377381,0.014228514,1
4596769.947,6708.438212,536574.0122,3391.329244,204.7772811,196.2709963,168.1539513,58.69040883,122.9029302,0.013859853,1
4750344.418,6554.721264,556155.8116,3373.657852,212.5312844,196.1611328,81.42053223,59.7164307,121.9101533,0.013859621,1
4950832.472,6614.349791,577408.0561,3450.269367,201.8682276,198.7436524,114.4427604,58.5539475,84.17221263,0.014018694,1
5333912.965,7205.453461,612724.9466,3755.580312,144.8068567,202.1281039,131.7689182,60.15381441,113.5747168,0.014637365,1
5276466.804,7325.577702,608262.2422,3742.480461,119.5724361,202.1281039,131.6438893,58.0043444,49.1045521,0.014585626,1
5093761.294,7092.085257,592171.5346,3765.476516,104.3770538,201.7471401,111.8514437,59.07918665,75.24184956,0.014620267,1
5389516.195,7160.256101,623283.9567,3620.348731,155.2923471,196.8388323,78.75342315,56.87517303,126.8099338,0.014343677,1
5469869.057,7174.115237,631743.5261,3648.42962,157.684147,198.8534807,72.55496524,57.76558119,179.1901103,0.014425128,1
5041431.392,6788.630197,586412.3979,3894.938984,85.60517382,193.0841936,117.2904455,60.15426597,201.9803907,0.014861636,1
5575052.531,7442.20594,643560.0752,6802.955394,144.5743715,193.2857143,121.249831,58.44963824,235.9790047,0.017854881,1
5735220.276,7912.649543,660849.6672,7872.825919,121.9279234,202.6556571,154.0693291,60.08468889,215.8759868,0.018797863,1
6509053.438,8536.015853,738900.8811,8960.741937,181.4041656,202.7765416,216.1390377,60.77167132,58.61950691,0.019296986,1
5909444.993,7848.440887,676079.1809,4537.469132,230.9903201,202.2307653,246.8895161,61.71921457,158.9735336,0.016039235,1
5693744.764,7369.893717,654828.5637,4563.649431,158.6384284,198.0805664,168.409288,63.20588391,148.6669459,0.016035516,1
4814844.02,6687.833781,564262.2278,3933.327435,135.107101,196.897426,114.394194,59.74817468,110.9607407,0.014923725,1
4949678.14,7244.547314,579211.3551,3917.56086,142.0652104,197.3480049,51.12036703,60.20065036,129.776969,0.014921982,1
4997900.692,7453.037455,578830.0953,3883.957507,136.80256,190.5678361,75.85771376,59.29711635,114.6950688,0.014804344,1
5625750.708,7890.853968,645773.2177,4001.854972,159.1733374,190.8975306,121.7859566,58.26857351,111.6237702,0.015039572,1
5168002.621,7284.314521,592335.8163,3983.802926,200.9838952,191.4614954,81.94039347,60.94108019,160.3835661,0.015003927,1
5130117.356,7180.898775,594654.3893,3508.650445,190.6908137,192.3882534,125.1069638,62.03144692,152.8947079,0.014193305,1
5300266.926,7630.129675,614055.4658,3804.510924,187.3519975,193.5091379,123.6993825,63.815454,82.34870486,0.014747275,1
5067473.991,7439.126088,590656.0408,3520.856201,177.2761154,194.0512347,160.0274566,58.92621053,69.37171338,0.014197083,1
4983925.89,7187.721128,578951.499,3624.865856,154.5174754,194.5127651,170.4646055,59.5797362,74.59213488,0.01436574,1
2891976.035,4813.433284,337835.7077,2486.664227,132.1380126,191.7435828,54.74241058,49.62037586,74.84788221,0.011865556,1
1684802.203,2536.079309,196389.5004,1733.711483,51.08894526,176.8387276,17.71216173,42.07556193,54.77960702,0.009792532,1
5983.666687,61.9410864,2052.801071,374.7982862,3.998460727,22.52748321,10.85715587,32.70350478,12.37350463,0.003938105,1
5797.865738,65.59681753,1984.003731,349.8808032,5.148034773,25.71430307,9.573815254,28.6295955,9.798977544,0.003804067,1
5447.126441,64.65984985,1901.417416,345.6150945,6.799832569,24.87184371,9.030407319,20.36082247,10.89146869,0.003750492,1
5483.750921,64.47575424,1927.615953,595.5203978,6.332131641,24.43221629,4.452718128,12.69202681,20.78102462,0.004738076,1
4755.373431,61.80199894,1729.202744,557.6955867,5.871369517,22.19782364,6.394658816,15.16703435,19.68513114,0.004599184,1
5289.345252,66.02222177,1853.871643,663.4385744,5.757330789,23.77284471,7.592312491,15.90425374,12.44749317,0.005011649,1
5158.275337,70.63734524,1823.230526,1018.409354,6.215472564,22.234375,6.945947427,27.90886869,6.138375903,0.006466692,1
5257.175077,72.0278648,1829.878835,723.3076195,3.345567192,22.05123471,3.366719262,25.92413612,8.90255732,0.00561071,1
4754.626743,73.13261398,1711.865833,1444.368452,3.743801483,20.91570164,3.746659337,24.73434776,15.29664702,0.007623793,1
4047.293972,69.00573464,1504.885067,1313.529829,5.136088841,21.46512279,5.005179367,31.47837516,12.5597832,0.007640709,1
4642.431489,68.53799727,1677.986355,629.9889021,4.632993382,21.68498886,4.86557382,17.90428975,18.19302693,0.004802112,1
4955.868406,60.48637948,1743.312348,674.9838379,5.007039114,22.56410436,5.997489912,8.821631743,16.52870164,0.004560258,1
6237.114287,67.4848186,2098.513157,863.4775796,6.906646541,23.333252,8.322875423,10.27294046,17.22196604,0.004866825,1
5654.144885,68.55051129,1931.911002,1309.75675,6.364263983,23.33325207,8.190582985,11.39210696,12.65589934,0.005447447,1
6360.158485,84.93894362,2101.806499,735.4883199,4.125649037,29.59699379,7.576880089,13.24223221,10.18167835,0.005085101,1
6675.294759,84.75966178,2133.983961,917.800927,8.441519644,28.71798286,6.321380739,12.4975999,9.935828579,0.005503456,1
6790.835436,84.87287855,2178.39665,545.1889038,7.859828764,28.27842507,8.138313206,11.49648281,9.748508874,0.004654471,1
7395.535471,83.94200688,2300.646107,649.4658466,4.795067232,30.36629807,9.493470434,23.89495365,13.22759045,0.004914889,1
7058.690804,131.7567362,2230.543382,1081.851189,13.39787574,34.54209686,31.1222528,29.65422995,72.08534274,0.006021013,1
6989.386566,150.307085,2229.606273,1200.351901,14.40271196,34.54209686,57.80526578,20.1463499,70.90084608,0.00610802,1
5026.348484,140.4955055,1752.049834,1123.553767,10.85257713,33.6262905,29.59941412,34.92027631,17.76429108,0.006367626,1
5450.707387,89.84247984,1846.908993,664.3551175,6.69509062,26.22713807,6.151989757,27.42535745,19.38743294,0.005147287,1
5404.613004,71.4486038,1827.346214,536.5300027,5.431493658,25.60442257,5.868966021,34.29162378,20.34240153,0.004759307,1
5924.441318,67.36400406,1976.132911,444.2058703,3.924503075,24.76185829,6.520164756,23.10695803,12.67147484,0.004360215,1
5638.968692,64.34680058,1946.986775,457.6183425,3.538966867,25.12820864,4.406284135,21.632288,10.59803455,0.00445537,1
5838.102916,61.85844844,1998.737317,474.5647189,4.008302525,21.50188321,5.840616176,19.99700002,13.39163547,0.004462675,1
5557.122624,61.81133291,1922.434973,471.2559425,7.447552142,23.88281236,6.76624935,18.95558523,12.77609065,0.004528541,1
7300.168437,75.82966231,2246.250269,378.2082669,6.5787885,35.01827571,6.912269874,19.85352919,10.73061237,0.004143813,1
6791.660436,77.35944655,2102.51512,362.5032299,4.946746761,35.01827571,7.851486749,20.59564933,14.80525408,0.004014224,1
6969.305064,76.93396404,2146.497099,330.0015468,3.872271809,35.01827571,6.459759184,21.17090533,16.90468328,0.003782322,1
4699.300455,66.54792715,1678.030741,306.8015849,4.973675872,23.26000964,5.163783977,15.96112962,14.50345405,0.003673643,1
6152.809,64.19376543,2042.318891,292.5409461,5.009395748,22.74724464,11.90635435,23.36259595,13.2649155,0.003639985,1
6517.080266,61.8953496,2113.156353,447.2856269,4.160511408,22.27106564,11.38162199,27.13163355,14.23067463,0.00425876,1
7545.766501,77.4823965,2371.758476,981.7987955,5.726637186,32.161185,7.057800751,30.50172064,14.77993742,0.006083498,1
6486.302614,87.29501103,2118.111373,1191.138502,7.116763068,31.75824836,11.73093498,27.98395676,21.34654443,0.006928515,1
5720.29007,152.8421127,1912.079251,640.3410022,18.04657775,33.36996007,14.42692009,25.30935726,37.27099795,0.004986424,1
4812.298044,335.6371364,1663.774962,967.5817746,27.85769032,39.56047714,33.36771533,18.05405448,44.87893542,0.005617242,1
4215.033633,399.9362299,1518.919421,1022.652679,44.65492518,41.75819614,119.9969001,23.25148784,105.8690104,0.005304738,1
4929.670381,374.3911034,1716.785125,955.5702785,33.57348837,41.83147307,106.6002316,19.36117304,101.7807982,0.004744541,1
5146.177284,187.3601132,1803.491862,718.9803894,11.69275055,41.28201729,16.63076957,14.17409039,43.86203445,0.004258323,1
5399.327879,117.2604782,1886.079535,521.1146897,7.637573302,36.11704814,19.05163141,14.79486702,33.5000973,0.004012442,1
5917.983327,79.68025891,2020.69692,432.0151526,5.425774174,22.60079507,7.181537407,12.76601352,18.7149847,0.003797784,1
6726.578681,68.40758024,2172.818242,290.9897463,4.734103596,21.83157771,4.545468288,17.59564551,9.405814166,0.003443111,1
7573.343644,72.11003549,2363.969924,246.6203267,5.080431596,24.83520507,7.528736355,17.87232102,14.93432934,0.00322155,1
8481.744461,69.59157012,2561.438687,269.7202277,4.984899595,25.27472793,8.208584178,15.8297409,20.47399758,0.003374493,1
7468.175614,73.72329074,2347.226384,268.74713,5.079386102,26.1538435,6.770399509,9.600692827,14.38829561,0.003287217,1
6821.520623,70.57415127,2190.947859,327.1099364,4.368211107,25.09165736,5.901696443,15.68773041,10.3557414,0.003677663,1
4733.670325,64.93432456,1698.333975,279.3037275,2.611220353,23.55318786,6.656252799,20.20523506,9.61562822,0.003447721,1
4484.928963,63.9932798,1625.730261,274.7556442,2.976819286,22.1612025,6.215543065,24.60645001,9.30053725,0.003417268,1
4351.292196,73.1637973,1569.822482,234.3512012,4.403062463,23.26011436,8.462253371,22.19041259,18.94459302,0.003227981,1
4865.73961,75.14904162,1707.201514,292.412095,5.0614206,23.40659871,9.653589311,26.87655599,38.65117384,0.003642152,1
4463.557248,69.57789066,1602.29363,314.7117486,4.476923267,23.00373179,7.43638437,23.62745707,32.09190033,0.003736777,1
5225.653644,60.10271448,1809.355017,337.2890228,3.50455096,29.9634835,9.318419034,21.32867243,17.07587849,0.003702982,1
4790.64773,79.21523463,1697.399283,900.3418489,5.816344343,38.71798264,18.06173736,16.70454876,46.35337704,0.005002912,1
4502.70143,78.20426915,1622.1657,1107.308109,6.935484661,39.04760743,19.1499296,14.46172675,52.96750049,0.005488205,1
3938.839852,70.31545309,1483.625002,1385.057904,7.13764311,39.85348079,11.60863467,20.25078364,31.00979112,0.006477986,1
2508.403009,50.96923864,967.501071,897.6048472,10.17464934,25.5311455,12.92117356,23.49429241,43.17215383,0.005572068,1
1123.725119,44.22569866,441.7627391,870.5770412,3.926861514,21.79485221,10.91347332,30.67342639,38.55956377,0.005659054,1
5418639.576,7537.091434,623243.1625,3389.015437,108.3446939,206.0806013,73.57624769,58.0044761,151.5253843,0.013896043,1
5123149.043,7228.390524,590893.9282,3366.787042,120.2195616,206.3406459,76.91941608,58.66823548,151.4788746,0.01385046,1
5449002.206,7225.392513,625371.1099,3504.78758,148.0332229,203.8680942,75.91144861,61.19597382,113.6631768,0.014131004,1
5613462.665,7650.040207,643615.6501,3486.244412,120.9021837,200.8351703,130.1604764,58.39572494,103.5429627,0.014092898,1
5190811.856,7341.550856,602289.4312,3677.333785,100.1836922,199.6080848,117.4014774,61.46140981,81.40066862,0.014413672,1
4875980.829,6639.989081,570536.8107,3554.492249,128.3365668,201.0147184,110.461505,62.77370463,65.81150876,0.014155809,1
5426982.548,7133.615656,629035.2852,4075.137006,99.7952453,200.5604771,172.8806408,65.14166159,117.0033044,0.015076371,1
5417077.329,6952.866813,625548.2635,4202.449533,155.3255022,202.9853864,218.6465769,59.40625421,140.763821,0.015284335,1
5822601.269,7382.008526,665950.5211,4988.813801,230.5918073,204.9084297,201.3910268,61.1485847,80.77812959,0.016514685,1
5228076.869,6944.589379,601067.225,4172.5338,155.8683502,196.0659702,154.9499292,61.80108314,66.10223046,0.015362612,1
5859662.745,7771.145881,670657.241,3907.675027,177.9303271,195.1794781,81.68044988,59.68123349,93.72441198,0.014966117,1
6028270.642,7871.42215,691406.8805,3670.931044,102.9734431,188.0110212,161.0565226,59.11758545,125.0317257,0.014499578,1
6226178.432,8177.219937,712010.7588,3867.170934,169.2843692,191.9376046,114.2449322,60.35691887,198.8828291,0.014815335,1
5923605.16,7854.920996,678274.4506,3895.738595,187.5495487,194.0293318,93.35753192,60.37475768,173.7725402,0.014847093,1
5609599.735,7959.425768,645344.4971,3796.100243,339.7728749,194.7179827,88.00444862,61.33159615,62.99828834,0.01463926,1
5811017.783,8279.260422,665970.8889,3572.400256,423.7421593,193.3662806,126.4646376,57.14818532,42.39712435,0.014232463,1
6238569.306,8322.019737,715271.7729,3537.026306,169.7296499,195.5750909,122.2738092,56.71631847,41.14389183,0.014191093,1
5735041.097,7964.539112,662981.489,3634.318193,163.9560679,197.2784599,66.85227712,59.42890599,107.9930789,0.014369731,1
5968923.032,7755.426832,690060.4462,3596.46669,148.4842449,197.4432549,89.10515953,57.21677237,123.3310469,0.014307919,1
5429267.047,7470.456819,631342.6818,3647.97777,136.9523826,197.1502861,116.2183778,59.26916311,81.40309988,0.014409477,1
5698371.899,7435.71913,658339.0422,3524.309834,115.8385538,193.5678364,117.619636,56.24712834,88.48991155,0.014191007,1
5645253.122,7769.327982,649645.8233,3480.852293,101.0728936,192.6592841,88.16244185,56.75494379,79.18055088,0.014104124,1
5354638.163,7502.839379,619031.4374,3410.739839,152.856412,190.5128001,110.4045925,57.19142156,87.14763492,0.013964283,1
4997520.78,7494.645727,579086.1643,3301.565743,197.8663585,190.2563826,97.31620244,58.34744724,71.81551764,0.0137512,1
4562353.645,6495.189172,534935.5244,3191.558241,143.6910834,182.5458288,128.7971105,59.39745063,94.08951158,0.013522879,1
4827522.004,6754.76665,560400.1463,3489.939478,109.2601299,189.0476771,93.60017111,58.47660762,152.0735928,0.014087841,1
5697643.875,7168.719194,653624.6349,3690.742565,156.1500928,200.0769391,203.6162423,58.11054452,135.4929369,0.014475505,1
5796104.918,7495.080277,661848.1487,3899.913185,143.2577343,200.0769391,218.0123889,59.05599519,100.9093497,0.01487632,1
5465765.183,7058.14865,627201.2231,3473.687222,235.0505482,200.0769391,118.6700697,59.11189058,90.53503627,0.014070237,1
5190775.641,6718.844975,600198.7936,3540.739804,183.4248716,188.3845912,132.7394141,59.27048801,65.13240637,0.014185188,1
4836665.041,6697.655281,565881.6184,3396.400769,113.0175287,189.7838307,72.31109735,56.33070079,110.2644539,0.013867416,1
5806101.198,7816.319364,670340.1734,3860.556092,101.2319629,194.1940917,82.81111719,57.68186818,105.5128221,0.014789588,1
5747232.431,8053.699751,659890.7719,3736.205478,163.1096871,194.1098632,120.8160939,56.41633848,165.4408691,0.014571671,1
6019207.512,7987.91356,685612.7242,3729.113703,168.6209736,193.8204869,161.4151061,57.80592099,120.8586766,0.014575838,1
4892147.206,6904.496721,569345.7199,3638.439695,164.7929616,181.9560198,148.587768,61.5725036,93.09217875,0.014412389,1
5045490.696,7066.083934,587129.172,4106.058591,267.5104035,192.8278461,196.5034487,61.51450058,189.3692155,0.015228741,1
5042304.164,7404.374562,587510.2195,7053.52801,307.548591,206.4066336,166.2011888,61.36430092,210.6880191,0.018193099,1
5460576.492,7868.993308,627974.1237,8061.316812,147.7851452,211.7691475,151.2094561,59.22693796,199.1770135,0.018923802,1
5664038.83,8214.035137,650108.1668,8927.498244,152.181914,211.7691475,148.9989211,58.45952394,157.313142,0.019038567,1
5641672.451,8186.774544,647228.2157,4340.7475,127.8725194,201.864432,193.4842413,58.74090613,94.9547574,0.015663899,1
6353809.051,8284.883948,726993.9153,4394.24214,116.2828122,191.9157715,107.5093617,58.78427753,181.5753165,0.015734774,1
5844207.585,7678.914874,674413.6477,3997.973452,122.6036683,191.062221,69.94162712,58.235777,151.6769694,0.01506749,1
6051191.357,7631.736162,693211.1968,3844.96682,124.906558,194.1538436,87.70036571,55.83969025,87.01506192,0.014808117,1
5362664.851,7222.400464,617392.5479,3747.48538,142.8086325,189.681292,83.87975778,55.72099778,135.7274853,0.014544902,1
5489346.715,7542.997296,630730.9686,3760.749064,145.154208,191.0073244,92.73196927,55.65477726,75.28161599,0.014591129,1
